item_name,wav_path,wav_fn,language,singer,song_name,group_name,mix,falsetto,breathy,vibrato,glissando,pharyngeal,any_tech,mix_variant,label_signature,binary_role,confusable_cluster_focus,confusable_cluster_id,confusable_cluster_label,confusable_cluster_distance,confusable_cluster_mix_prob
Chinese#ZH-Alto-1#Breathy#不再见#Breathy_Group#0011,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\不再见\Breathy_Group\0011.wav,Chinese/ZH-Alto-1/Breathy/不再见/Breathy_Group/0011.wav,Chinese,ZH-Alto-1,不再见,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,5,confusable_cluster_05,10.712247,0.232700
Chinese#ZH-Alto-1#Breathy#云烟成雨#Breathy_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\云烟成雨\Breathy_Group\0000.wav,Chinese/ZH-Alto-1/Breathy/云烟成雨/Breathy_Group/0000.wav,Chinese,ZH-Alto-1,云烟成雨,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,8.500647,0.103035
Chinese#ZH-Alto-1#Breathy#云烟成雨#Breathy_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\云烟成雨\Breathy_Group\0001.wav,Chinese/ZH-Alto-1/Breathy/云烟成雨/Breathy_Group/0001.wav,Chinese,ZH-Alto-1,云烟成雨,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,10.459045,0.125593
Chinese#ZH-Alto-1#Breathy#云烟成雨#Breathy_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\云烟成雨\Breathy_Group\0002.wav,Chinese/ZH-Alto-1/Breathy/云烟成雨/Breathy_Group/0002.wav,Chinese,ZH-Alto-1,云烟成雨,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,7.198687,0.136199
Chinese#ZH-Alto-1#Breathy#云烟成雨#Breathy_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\云烟成雨\Breathy_Group\0003.wav,Chinese/ZH-Alto-1/Breathy/云烟成雨/Breathy_Group/0003.wav,Chinese,ZH-Alto-1,云烟成雨,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,6.545302,0.148976
Chinese#ZH-Alto-1#Breathy#云烟成雨#Breathy_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\云烟成雨\Breathy_Group\0004.wav,Chinese/ZH-Alto-1/Breathy/云烟成雨/Breathy_Group/0004.wav,Chinese,ZH-Alto-1,云烟成雨,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,7.122490,0.161159
Chinese#ZH-Alto-1#Breathy#云烟成雨#Breathy_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\云烟成雨\Breathy_Group\0005.wav,Chinese/ZH-Alto-1/Breathy/云烟成雨/Breathy_Group/0005.wav,Chinese,ZH-Alto-1,云烟成雨,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,7.750000,0.129490
Chinese#ZH-Alto-1#Breathy#云烟成雨#Breathy_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\云烟成雨\Breathy_Group\0006.wav,Chinese/ZH-Alto-1/Breathy/云烟成雨/Breathy_Group/0006.wav,Chinese,ZH-Alto-1,云烟成雨,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,7.548798,0.086959
Chinese#ZH-Alto-1#Breathy#云烟成雨#Breathy_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\云烟成雨\Breathy_Group\0007.wav,Chinese/ZH-Alto-1/Breathy/云烟成雨/Breathy_Group/0007.wav,Chinese,ZH-Alto-1,云烟成雨,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,7.114297,0.140415
Chinese#ZH-Alto-1#Breathy#云烟成雨#Breathy_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\云烟成雨\Breathy_Group\0008.wav,Chinese/ZH-Alto-1/Breathy/云烟成雨/Breathy_Group/0008.wav,Chinese,ZH-Alto-1,云烟成雨,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,5,confusable_cluster_05,9.266585,0.123846
Chinese#ZH-Alto-1#Breathy#云烟成雨#Breathy_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\云烟成雨\Breathy_Group\0009.wav,Chinese/ZH-Alto-1/Breathy/云烟成雨/Breathy_Group/0009.wav,Chinese,ZH-Alto-1,云烟成雨,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,9.206720,0.151448
Chinese#ZH-Alto-1#Breathy#匆匆那年#Breathy_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\匆匆那年\Breathy_Group\0000.wav,Chinese/ZH-Alto-1/Breathy/匆匆那年/Breathy_Group/0000.wav,Chinese,ZH-Alto-1,匆匆那年,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,5,confusable_cluster_05,14.007600,0.179448
Chinese#ZH-Alto-1#Breathy#匆匆那年#Breathy_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\匆匆那年\Breathy_Group\0001.wav,Chinese/ZH-Alto-1/Breathy/匆匆那年/Breathy_Group/0001.wav,Chinese,ZH-Alto-1,匆匆那年,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,12.670037,0.177046
Chinese#ZH-Alto-1#Breathy#匆匆那年#Breathy_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\匆匆那年\Breathy_Group\0002.wav,Chinese/ZH-Alto-1/Breathy/匆匆那年/Breathy_Group/0002.wav,Chinese,ZH-Alto-1,匆匆那年,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,5,confusable_cluster_05,9.127921,0.159004
Chinese#ZH-Alto-1#Breathy#匆匆那年#Breathy_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\匆匆那年\Breathy_Group\0003.wav,Chinese/ZH-Alto-1/Breathy/匆匆那年/Breathy_Group/0003.wav,Chinese,ZH-Alto-1,匆匆那年,Breathy_Group,0,0,1,1,1,0,1,non_mix,001110,breathy_group,1,1,confusable_cluster_01,9.881120,0.151548
Chinese#ZH-Alto-1#Breathy#匆匆那年#Breathy_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\匆匆那年\Breathy_Group\0005.wav,Chinese/ZH-Alto-1/Breathy/匆匆那年/Breathy_Group/0005.wav,Chinese,ZH-Alto-1,匆匆那年,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,3,confusable_cluster_03,10.625607,0.300988
Chinese#ZH-Alto-1#Breathy#匆匆那年#Breathy_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\匆匆那年\Breathy_Group\0006.wav,Chinese/ZH-Alto-1/Breathy/匆匆那年/Breathy_Group/0006.wav,Chinese,ZH-Alto-1,匆匆那年,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,5,confusable_cluster_05,13.189231,0.243218
Chinese#ZH-Alto-1#Breathy#匆匆那年#Breathy_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\匆匆那年\Breathy_Group\0007.wav,Chinese/ZH-Alto-1/Breathy/匆匆那年/Breathy_Group/0007.wav,Chinese,ZH-Alto-1,匆匆那年,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,5,confusable_cluster_05,14.535727,0.271666
Chinese#ZH-Alto-1#Breathy#匆匆那年#Breathy_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\匆匆那年\Breathy_Group\0008.wav,Chinese/ZH-Alto-1/Breathy/匆匆那年/Breathy_Group/0008.wav,Chinese,ZH-Alto-1,匆匆那年,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,5,confusable_cluster_05,17.790913,0.361830
Chinese#ZH-Alto-1#Breathy#匆匆那年#Breathy_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\匆匆那年\Breathy_Group\0009.wav,Chinese/ZH-Alto-1/Breathy/匆匆那年/Breathy_Group/0009.wav,Chinese,ZH-Alto-1,匆匆那年,Breathy_Group,0,0,1,0,0,0,1,non_mix,001000,breathy_group,1,5,confusable_cluster_05,11.261785,0.298779
Chinese#ZH-Alto-1#Breathy#匆匆那年#Breathy_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\匆匆那年\Breathy_Group\0010.wav,Chinese/ZH-Alto-1/Breathy/匆匆那年/Breathy_Group/0010.wav,Chinese,ZH-Alto-1,匆匆那年,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,0,confusable_cluster_00,13.433543,0.244634
Chinese#ZH-Alto-1#Breathy#匆匆那年#Breathy_Group#0011,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\匆匆那年\Breathy_Group\0011.wav,Chinese/ZH-Alto-1/Breathy/匆匆那年/Breathy_Group/0011.wav,Chinese,ZH-Alto-1,匆匆那年,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,0,confusable_cluster_00,10.056611,0.284418
Chinese#ZH-Alto-1#Breathy#可乐#Breathy_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\可乐\Breathy_Group\0000.wav,Chinese/ZH-Alto-1/Breathy/可乐/Breathy_Group/0000.wav,Chinese,ZH-Alto-1,可乐,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,9.284967,0.092505
Chinese#ZH-Alto-1#Breathy#可乐#Breathy_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\可乐\Breathy_Group\0001.wav,Chinese/ZH-Alto-1/Breathy/可乐/Breathy_Group/0001.wav,Chinese,ZH-Alto-1,可乐,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,10.220626,0.103646
Chinese#ZH-Alto-1#Breathy#可乐#Breathy_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\可乐\Breathy_Group\0002.wav,Chinese/ZH-Alto-1/Breathy/可乐/Breathy_Group/0002.wav,Chinese,ZH-Alto-1,可乐,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,12.608838,0.096415
Chinese#ZH-Alto-1#Breathy#可乐#Breathy_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\可乐\Breathy_Group\0003.wav,Chinese/ZH-Alto-1/Breathy/可乐/Breathy_Group/0003.wav,Chinese,ZH-Alto-1,可乐,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,5.621687,0.096182
Chinese#ZH-Alto-1#Breathy#可乐#Breathy_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\可乐\Breathy_Group\0004.wav,Chinese/ZH-Alto-1/Breathy/可乐/Breathy_Group/0004.wav,Chinese,ZH-Alto-1,可乐,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,9.549977,0.079997
Chinese#ZH-Alto-1#Breathy#可乐#Breathy_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\可乐\Breathy_Group\0005.wav,Chinese/ZH-Alto-1/Breathy/可乐/Breathy_Group/0005.wav,Chinese,ZH-Alto-1,可乐,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,8.625148,0.090166
Chinese#ZH-Alto-1#Breathy#可乐#Breathy_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\可乐\Breathy_Group\0006.wav,Chinese/ZH-Alto-1/Breathy/可乐/Breathy_Group/0006.wav,Chinese,ZH-Alto-1,可乐,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,6.556334,0.094510
Chinese#ZH-Alto-1#Breathy#可乐#Breathy_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\可乐\Breathy_Group\0008.wav,Chinese/ZH-Alto-1/Breathy/可乐/Breathy_Group/0008.wav,Chinese,ZH-Alto-1,可乐,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,10.316225,0.108241
Chinese#ZH-Alto-1#Breathy#可乐#Breathy_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\可乐\Breathy_Group\0010.wav,Chinese/ZH-Alto-1/Breathy/可乐/Breathy_Group/0010.wav,Chinese,ZH-Alto-1,可乐,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,5,confusable_cluster_05,15.247739,0.127439
Chinese#ZH-Alto-1#Breathy#可乐#Breathy_Group#0012,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\可乐\Breathy_Group\0012.wav,Chinese/ZH-Alto-1/Breathy/可乐/Breathy_Group/0012.wav,Chinese,ZH-Alto-1,可乐,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,7.687536,0.082230
Chinese#ZH-Alto-1#Breathy#可乐#Breathy_Group#0013,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\可乐\Breathy_Group\0013.wav,Chinese/ZH-Alto-1/Breathy/可乐/Breathy_Group/0013.wav,Chinese,ZH-Alto-1,可乐,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,9.333414,0.090466
Chinese#ZH-Alto-1#Breathy#失落沙洲#Breathy_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Breathy_Group\0001.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Breathy_Group/0001.wav,Chinese,ZH-Alto-1,失落沙洲,Breathy_Group,0,0,1,0,0,0,1,non_mix,001000,breathy_group,1,1,confusable_cluster_01,10.000041,0.117999
Chinese#ZH-Alto-1#Breathy#失落沙洲#Breathy_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Breathy_Group\0002.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Breathy_Group/0002.wav,Chinese,ZH-Alto-1,失落沙洲,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,17.065630,0.184277
Chinese#ZH-Alto-1#Breathy#失落沙洲#Breathy_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Breathy_Group\0003.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Breathy_Group/0003.wav,Chinese,ZH-Alto-1,失落沙洲,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,6.910011,0.103296
Chinese#ZH-Alto-1#Breathy#失落沙洲#Breathy_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Breathy_Group\0004.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Breathy_Group/0004.wav,Chinese,ZH-Alto-1,失落沙洲,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,10.321267,0.149159
Chinese#ZH-Alto-1#Breathy#失落沙洲#Breathy_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Breathy_Group\0005.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Breathy_Group/0005.wav,Chinese,ZH-Alto-1,失落沙洲,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,15.241179,0.202876
Chinese#ZH-Alto-1#Breathy#失落沙洲#Breathy_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Breathy_Group\0006.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Breathy_Group/0006.wav,Chinese,ZH-Alto-1,失落沙洲,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,9.379565,0.208858
Chinese#ZH-Alto-1#Breathy#奇妙能力歌#Breathy_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\奇妙能力歌\Breathy_Group\0000.wav,Chinese/ZH-Alto-1/Breathy/奇妙能力歌/Breathy_Group/0000.wav,Chinese,ZH-Alto-1,奇妙能力歌,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,13.300508,0.106221
Chinese#ZH-Alto-1#Breathy#奇妙能力歌#Breathy_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\奇妙能力歌\Breathy_Group\0001.wav,Chinese/ZH-Alto-1/Breathy/奇妙能力歌/Breathy_Group/0001.wav,Chinese,ZH-Alto-1,奇妙能力歌,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,7.190796,0.104159
Chinese#ZH-Alto-1#Breathy#奇妙能力歌#Breathy_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\奇妙能力歌\Breathy_Group\0002.wav,Chinese/ZH-Alto-1/Breathy/奇妙能力歌/Breathy_Group/0002.wav,Chinese,ZH-Alto-1,奇妙能力歌,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,6.620060,0.109165
Chinese#ZH-Alto-1#Breathy#奇妙能力歌#Breathy_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\奇妙能力歌\Breathy_Group\0003.wav,Chinese/ZH-Alto-1/Breathy/奇妙能力歌/Breathy_Group/0003.wav,Chinese,ZH-Alto-1,奇妙能力歌,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,8.114518,0.186182
Chinese#ZH-Alto-1#Breathy#奇妙能力歌#Breathy_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\奇妙能力歌\Breathy_Group\0005.wav,Chinese/ZH-Alto-1/Breathy/奇妙能力歌/Breathy_Group/0005.wav,Chinese,ZH-Alto-1,奇妙能力歌,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,4,confusable_cluster_04,9.546816,0.145150
Chinese#ZH-Alto-1#Breathy#奇妙能力歌#Breathy_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\奇妙能力歌\Breathy_Group\0006.wav,Chinese/ZH-Alto-1/Breathy/奇妙能力歌/Breathy_Group/0006.wav,Chinese,ZH-Alto-1,奇妙能力歌,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,5,confusable_cluster_05,14.966510,0.155255
Chinese#ZH-Alto-1#Breathy#奇妙能力歌#Breathy_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\奇妙能力歌\Breathy_Group\0007.wav,Chinese/ZH-Alto-1/Breathy/奇妙能力歌/Breathy_Group/0007.wav,Chinese,ZH-Alto-1,奇妙能力歌,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,5,confusable_cluster_05,12.527987,0.205145
Chinese#ZH-Alto-1#Breathy#奇妙能力歌#Breathy_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\奇妙能力歌\Breathy_Group\0009.wav,Chinese/ZH-Alto-1/Breathy/奇妙能力歌/Breathy_Group/0009.wav,Chinese,ZH-Alto-1,奇妙能力歌,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,8.263636,0.072011
Chinese#ZH-Alto-1#Breathy#奇妙能力歌#Breathy_Group#0011,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\奇妙能力歌\Breathy_Group\0011.wav,Chinese/ZH-Alto-1/Breathy/奇妙能力歌/Breathy_Group/0011.wav,Chinese,ZH-Alto-1,奇妙能力歌,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,1,1,confusable_cluster_01,12.767302,0.163187
